title,lyrics,tags,instrumental,model
,"[Intro]

[Verse]
I will extol you,
    O Lord, for you have drawn me up and have not let my foes rejoice over me,
O Lord my God,
    I cried to you for help,

[pre-chorus]
As for me, I said in my prosperity,
    I shall never be moved,
By your favor,
    O Lord, you made my mountain stand strong,

[Chorus]
You have turned for me my mourning into dancing,
    you have loosed my sackcloth and clothed me with gladness,
You have turned for me my mourning into dancing,
    Joy Comes with the Morning.

[Verse]
For his anger is but for a moment,
    and his favor is for a lifetime,
Weeping may tarry for the night,
    but joy comes with the morning,

[pre-chorus]
As for me, I said in my prosperity,
    I shall never be moved,
By your favor,
    O Lord, you made my mountain stand strong,

[Chorus]
You have turned for me my mourning into dancing,
    you have loosed my sackcloth and clothed me with gladness,
You have turned for me my mourning into dancing,
    Joy Comes with the Morning.

[Bridge | Stripped Back | Intimate]
To you, O Lord,
    I cry, and to the Lord I plead for mercy,
What profit is there in my death,
    if I go down to the pit? Will the dust praise you? Will it tell of your faithfulness,

[Breakdown | Building | Full Band]
Hear, O Lord,
    and be merciful to me! O Lord,
be my helper,
    You have turned for me my mourning into dancing,
",,false,chirp-fenix
,"[Intro]

[Verse]
In you, O Lord, do I take refuge,
    let me never be put to shame,
in your righteousness deliver me,
    Incline your ear to me,

[pre-chorus]
and my years with sighing,
    my strength fails because of my iniquity,
and my bones waste away,
    Because of all my adversaries I have become a reproach,

[Chorus]
Love the Lord,
    all you his saints! The Lord preserves the faithful but abundantly repays the one who acts in pride,
Love the Lord,
    Into Your Hand I Commit My Spirit.

[Verse]
Be gracious to me, O Lord, for I am in distress,
    my eye is wasted from grief,
my soul and my body also,
    For my life is spent with sorrow,

[pre-chorus]
and my years with sighing,
    my strength fails because of my iniquity,
and my bones waste away,
    Because of all my adversaries I have become a reproach,

[Chorus]
Love the Lord,
    all you his saints! The Lord preserves the faithful but abundantly repays the one who acts in pride,
Love the Lord,
    Into Your Hand I Commit My Spirit.

[Bridge | Stripped Back | Intimate]
Make your face shine on your servant,
    save me in your steadfast love,
O Lord, let me not be put to shame, for I call upon you,
    let the wicked be put to shame,

[Breakdown | Building | Full Band]
let them go silently to Sheol,
    Let the lying lips be mute,
which speak insolently against the righteous in pride and contempt,
    Oh, how abundant is your goodness,
",,false,chirp-fenix
,"[Intro]

[Verse]
Blessed is the one whose transgression is forgiven,
    whose sin is covered,
Blessed is the man against whom the Lord counts no iniquity,
    and in whose spirit there is no deceit,

[pre-chorus]
they shall not reach him,
    You are a hiding place for me,
you preserve me from trouble,
    you surround me with shouts of deliverance,

[Chorus]
Be glad in the Lord,
    and rejoice, O righteous,
Be glad in the Lord,
    Blessed Are the Forgiven.

[Verse]
I said, I will confess my transgressions to the Lord,
    and you forgave the iniquity of my sin,
Therefore let everyone who is godly offer prayer to you at a time when you may be found,
    surely in the rush of great waters,

[pre-chorus]
they shall not reach him,
    You are a hiding place for me,
you preserve me from trouble,
    you surround me with shouts of deliverance,

[Chorus]
Be glad in the Lord,
    and rejoice, O righteous,
Be glad in the Lord,
    Blessed Are the Forgiven.

[Bridge | Stripped Back | Intimate]
Be not like a horse or a mule,
    without understanding,
which must be curbed with bit and bridle,
    or it will not stay near you,

[Breakdown | Building | Full Band]
Many are the sorrows of the wicked,
    but steadfast love surrounds the one who trusts in the Lord,
Be glad in the Lord,
    and rejoice, O righteous,
",,false,chirp-fenix
,"[Intro]

[Verse]
Shout for joy in the Lord,
    O you righteous! Praise befits the upright,
Give thanks to the Lord with the lyre,
    make melody to him with the harp of ten strings,

[pre-chorus]
The Lord brings the counsel of the nations to nothing,
    he frustrates the plans of the peoples,
The counsel of the Lord stands forever,
    the plans of his heart to all generations,

[Chorus]
because we trust in his holy name,
    Let your steadfast love,
because we trust in his holy name,
    The Steadfast Love of the Lord.

[Verse]
Let all the earth fear the Lord,
    let all the inhabitants of the world stand in awe of him,
For he spoke, and it came to be,
    he commanded, and it stood firm,

[pre-chorus]
The Lord brings the counsel of the nations to nothing,
    he frustrates the plans of the peoples,
The counsel of the Lord stands forever,
    the plans of his heart to all generations,

[Chorus]
because we trust in his holy name,
    Let your steadfast love,
because we trust in his holy name,
    The Steadfast Love of the Lord.

[Bridge | Stripped Back | Intimate]
The king is not saved by his great army,
    a warrior is not delivered by his great strength,
The war horse is a false hope for salvation,
    and by its great might it cannot rescue,

[Breakdown | Building | Full Band]
Behold, the eye of the Lord is on those who fear him,
    on those who hope in his steadfast love,
that he may deliver their soul from death and keep them alive in famine,
    Our soul waits for the Lord,
",,false,chirp-fenix
,"[Intro]

[Verse]
I will bless the Lord at all times,
    his praise shall continually be in my mouth,
My soul makes its boast in the Lord,
    let the humble hear and be glad,

[pre-chorus]
for those who fear him have no lack,
    The young lions suffer want and hunger,
but those who seek the Lord lack no good thing,
    Come, O children, listen to me,

[Chorus]
Affliction will slay the wicked,
    and those who hate the righteous will be condemned,
Affliction will slay the wicked,
    Taste and See That the Lord Is Good.

[Verse]
and delivers them,
    Oh, taste and see that the Lord is good! Blessed is the man who takes refuge in him,
Oh, fear the Lord,
    you his saints,

[pre-chorus]
for those who fear him have no lack,
    The young lions suffer want and hunger,
but those who seek the Lord lack no good thing,
    Come, O children, listen to me,

[Chorus]
Affliction will slay the wicked,
    and those who hate the righteous will be condemned,
Affliction will slay the wicked,
    Taste and See That the Lord Is Good.

[Bridge | Stripped Back | Intimate]
seek peace and pursue it,
    The eyes of the Lord are toward the righteous and his ears toward their cry,
The face of the Lord is against those who do evil,
    to cut off the memory of them from the earth,

[Breakdown | Building | Full Band]
When the righteous cry for help,
    the Lord hears and delivers them out of all their troubles,
The Lord is near to the brokenhearted and saves the crushed in spirit,
    Many are the afflictions of the righteous,
",,false,chirp-fenix
,"[Intro]

[Verse]
Contend, O Lord, with those who contend with me,
    fight against those who fight against me,
Take hold of shield and buckler and rise for my help,
    Draw the spear and javelin against my pursuers! Say to my soul,

[pre-chorus]
But I, when they were sick — I wore sackcloth,
    I afflicted myself with fasting,
I prayed with head bowed on my chest,
    I went about as though I grieved for my friend or my brother,

[Chorus]
Let those who delight in my righteousness shout for joy and be glad and say evermore,
    Great is the Lord,
Let those who delight in my righteousness shout for joy and be glad and say evermore,
    Great Is the Lord.

[Verse]
Malicious witnesses rise up,
    they ask me of things that I do not know,
They repay me evil for good,
    my soul is bereft,

[pre-chorus]
But I, when they were sick — I wore sackcloth,
    I afflicted myself with fasting,
I prayed with head bowed on my chest,
    I went about as though I grieved for my friend or my brother,

[Chorus]
Let those who delight in my righteousness shout for joy and be glad and say evermore,
    Great is the Lord,
Let those who delight in my righteousness shout for joy and be glad and say evermore,
    Great Is the Lord.

[Bridge | Stripped Back | Intimate]
and let not those wink the eye who hate me without cause,
    For they do not speak peace,
but against those who are quiet in the land they devise words of deceit,
    They open wide their mouths against me,

[Breakdown | Building | Full Band]
they say, Aha, Aha! Our eyes have seen it,
    You have seen, O Lord,
be not silent! O Lord, be not far from me,
    Awake and rouse yourself for my vindication,
",,false,chirp-fenix
,"[Intro]

[Verse]
Transgression speaks to the wicked deep in his heart,
    there is no fear of God before his eyes,
For he flatters himself in his own eyes that his iniquity cannot be found out and hated,
    The words of his mouth are trouble and deceit,

[pre-chorus]
your judgments are like the great deep,
    man and beast you save, O Lord,
How precious is your steadfast love,
    O God! The children of mankind take refuge in the shadow of your wings,

[Chorus]
Let not the foot of arrogance come upon me,
    nor the hand of the wicked drive me away,
Let not the foot of arrogance come upon me,
    How Precious Is Your Steadfast Love.

[Verse]
Your steadfast love,
    O Lord, extends to the heavens,
your faithfulness to the clouds,
    Your righteousness is like the mountains of God,

[pre-chorus]
your judgments are like the great deep,
    man and beast you save, O Lord,
How precious is your steadfast love,
    O God! The children of mankind take refuge in the shadow of your wings,

[Chorus]
Let not the foot of arrogance come upon me,
    nor the hand of the wicked drive me away,
Let not the foot of arrogance come upon me,
    How Precious Is Your Steadfast Love.

[Bridge | Stripped Back | Intimate]
They feast on the abundance of your house,
    and you give them drink from the river of your delights,
For with you is the fountain of life,
    in your light do we see light,

[Breakdown | Building | Full Band]
Oh, continue your steadfast love to those who know you,
    and your righteousness to the upright of heart,
Let not the foot of arrogance come upon me,
    nor the hand of the wicked drive me away,
",,false,chirp-fenix
,"[Intro]

[Verse]
Fret not yourself because of evildoers,
    be not envious of wrongdoers,
For they will soon fade like the grass and wither like the green herb,
    Trust in the Lord, and do good,

[pre-chorus]
but the Lord upholds the righteous,
    The Lord knows the days of the blameless,
and their heritage will remain forever,
    they are not put to shame in evil times,

[Chorus]
he is their stronghold in the time of trouble,
    The Lord helps them and delivers them,
he is their stronghold in the time of trouble,
    He Will Not Forsake His Saints.

[Verse]
their sword shall enter their own heart,
    and their bows shall be broken,
Better is the little that the righteous has than the abundance of many wicked,
    For the arms of the wicked shall be broken,

[pre-chorus]
but the Lord upholds the righteous,
    The Lord knows the days of the blameless,
and their heritage will remain forever,
    they are not put to shame in evil times,

[Chorus]
he is their stronghold in the time of trouble,
    The Lord helps them and delivers them,
he is their stronghold in the time of trouble,
    He Will Not Forsake His Saints.

[Bridge | Stripped Back | Intimate]
For the Lord loves justice,
    he will not forsake his saints,
They are preserved forever,
    but the children of the wicked shall be cut off,

[Breakdown | Building | Full Band]
The righteous shall inherit the land and dwell upon it forever,
    The mouth of the righteous utters wisdom,
and his tongue speaks justice,
    The law of his God is in his heart,
",,false,chirp-fenix
,"[Intro]

[Verse]
O Lord, rebuke me not in your anger,
    nor discipline me in your wrath,
For your arrows have sunk into me,
    and your hand has come down on me,

[pre-chorus]
my strength fails me,
    and the light of my eyes — it also has gone from me,
My friends and companions stand aloof from my plague,
    and my nearest kin stand far off,

[Chorus]
Do not forsake me,
    O Lord! O my God,
Do not forsake me,
    Do Not Forsake Me, O Lord.

[Verse]
I groan because of the tumult of my heart,
    O Lord, all my longing is before you,
my sighing is not hidden from you,
    My heart throbs,

[pre-chorus]
my strength fails me,
    and the light of my eyes — it also has gone from me,
My friends and companions stand aloof from my plague,
    and my nearest kin stand far off,

[Chorus]
Do not forsake me,
    O Lord! O my God,
Do not forsake me,
    Do Not Forsake Me, O Lord.

[Bridge | Stripped Back | Intimate]
and in whose mouth are no rebukes,
    But for you, O Lord, do I wait,
it is you, O Lord my God, who will answer,
    For I said, Only let them not rejoice over me,

[Breakdown | Building | Full Band]
who boast against me when my foot slips,
    For I am ready to fall, and my pain is ever before me,
I confess my iniquity,
    I am sorry for my sin,
",,false,chirp-fenix
,"[Intro]

[Verse]
? To the choirmaster : to Jeduthun,
    A Psalm of David,
I said, I will guard my ways,
    that I may not sin with my tongue,

[pre-chorus]
Surely all mankind stands as a mere breath,
    Surely a man goes about as a shadow! Surely for nothing they are in turmoil,
man heaps up wealth and does not know who will gather,
    And now, O Lord, for what do I wait? My hope is in you,

[Chorus]
a guest, like all my fathers,
    Look away from me,
a guest, like all my fathers,
    What Is the Measure of My Days.

[Verse]
O Lord, make me know my end and what is the measure of my days,
    let me know how fleeting I am,
Behold, you have made my days a few handbreadths,
    and my lifetime is as nothing before you,

[pre-chorus]
Surely all mankind stands as a mere breath,
    Surely a man goes about as a shadow! Surely for nothing they are in turmoil,
man heaps up wealth and does not know who will gather,
    And now, O Lord, for what do I wait? My hope is in you,

[Chorus]
a guest, like all my fathers,
    Look away from me,
a guest, like all my fathers,
    What Is the Measure of My Days.

[Bridge | Stripped Back | Intimate]
I do not open my mouth, for it is you who have done it,
    Remove your stroke from me,
I am spent by the hostility of your hand,
    When you discipline a man with rebukes for sin,

[Breakdown | Building | Full Band]
you consume like a moth what is dear to him,
    surely all mankind is a mere breath,
Hear my prayer, O Lord, and give ear to my cry,
    hold not your peace at my tears! For I am a sojourner with you,
",,false,chirp-fenix
,"[Intro]

[Verse]
I waited patiently for the Lord,
    he inclined to me and heard my cry,
He drew me up from the pit of destruction,
    out of the miry bog,

[pre-chorus]
in the scroll of the book it is written of me,
    I delight to do your will, O my God,
your law is within my heart,
    I have told the glad news of deliverance in the great congregation,

[Chorus]
As for me, I am poor and needy,
    but the Lord takes thought for me,
As for me, I am poor and needy,
    My Help and My Deliverer.

[Verse]
In sacrifice and offering you have not delighted,
    but you have given me an open ear,
Burnt offering and sin offering you have not required,
    Then I said, Behold, I have come,

[pre-chorus]
in the scroll of the book it is written of me,
    I delight to do your will, O my God,
your law is within my heart,
    I have told the glad news of deliverance in the great congregation,

[Chorus]
As for me, I am poor and needy,
    but the Lord takes thought for me,
As for me, I am poor and needy,
    My Help and My Deliverer.

[Bridge | Stripped Back | Intimate]
my iniquities have overtaken me, and I cannot see,
    they are more than the hairs of my head,
my heart fails me,
    Be pleased, O Lord,

[Breakdown | Building | Full Band]
to deliver me! O Lord,
    make haste to help me,
Let those be put to shame and disappointed altogether who seek to snatch away my life,
    let those be turned back and brought to dishonor who delight in my hurt,
",,false,chirp-fenix
,"[Intro]

[Verse]
Blessed is the one who considers the poor! In the day of trouble the Lord delivers him,
    the Lord protects him and keeps him alive,
he is called blessed in the land,
    you do not give him up to the will of his enemies,

[pre-chorus]
All who hate me whisper together about me,
    they imagine the worst for me,
They say, A deadly thing is poured out on him,
    he will not rise again from where he lies,

[Chorus]
Blessed be the Lord,
    the God of Israel,
Blessed be the Lord,
    O Lord, Be Gracious to Me.

[Verse]
And when one comes to see me,
    he utters empty words,
while his heart gathers iniquity,
    when he goes out, he tells it abroad,

[pre-chorus]
All who hate me whisper together about me,
    they imagine the worst for me,
They say, A deadly thing is poured out on him,
    he will not rise again from where he lies,

[Chorus]
Blessed be the Lord,
    the God of Israel,
Blessed be the Lord,
    O Lord, Be Gracious to Me.

[Bridge | Stripped Back | Intimate]
But you, O Lord,
    be gracious to me,
and raise me up,
    that I may repay them,

[Breakdown | Building | Full Band]
By this I know that you delight in me: my enemy will not shout in triumph over me,
    But you have upheld me because of my integrity,
and set me in your presence forever,
    Blessed be the Lord,
",,false,chirp-fenix
,"[Intro]

[Verse]
? To the choirmaster,
    A Maskil of the Sons of Korah,
As a deer pants for flowing streams,
    so pants my soul for you,

[pre-chorus]
for I shall again praise him, my salvation,
    and my God,
My soul is cast down within me,
    therefore I remember you from the land of Jordan and of Hermon,

[Chorus]
Where is your God,
    Why are you cast down,
Where is your God,
    Why Are You Cast Down, O My Soul.

[Verse]
as I pour out my soul : how I would go with the throng and lead them in procession to the house of God with glad shouts and songs of praise,
    a multitude keeping festival,
Why are you cast down,
    O my soul, and why are you in turmoil within me? Hope in God,

[pre-chorus]
for I shall again praise him, my salvation,
    and my God,
My soul is cast down within me,
    therefore I remember you from the land of Jordan and of Hermon,

[Chorus]
Where is your God,
    Why are you cast down,
Where is your God,
    Why Are You Cast Down, O My Soul.

[Bridge | Stripped Back | Intimate]
By day the Lord commands his steadfast love,
    and at night his song is with me,
a prayer to the God of my life,
    I say to God,

[Breakdown | Building | Full Band]
my rock : Why have you forgotten me? Why do I go mourning because of the oppression of the enemy,
    As with a deadly wound in my bones,
my adversaries taunt me,
    while they say to me all the day long,
",,false,chirp-fenix
,"[Intro]

[Verse]
Vindicate me,
    O God, and defend my cause against an ungodly people,
from the deceitful and unjust man deliver me,
    For you are the God in whom I take refuge,

[pre-chorus]
Send out your light and your truth,
    let them lead me,
let them bring me to your holy hill and to your dwelling,
    Then I will go to the altar of God,

[Chorus]
O God, my God,
    Why are you cast down,
O God, my God,
    Send Out Your Light and Your Truth.

[Verse]
Send out your light and your truth,
    let them lead me,
let them bring me to your holy hill and to your dwelling,
    Then I will go to the altar of God,

[pre-chorus]
Send out your light and your truth,
    let them lead me,
let them bring me to your holy hill and to your dwelling,
    Then I will go to the altar of God,

[Chorus]
O God, my God,
    Why are you cast down,
O God, my God,
    Send Out Your Light and Your Truth.

[Bridge | Stripped Back | Intimate]
and I will praise you with the lyre,
    O God, my God,
Why are you cast down,
    O my soul, and why are you in turmoil within me? Hope in God,

[Breakdown | Building | Full Band]
for I shall again praise him, my salvation and my God,
    and I will praise you with the lyre,
O God, my God,
    Why are you cast down,
",,false,chirp-fenix
,"[Intro]

[Verse]
O God, we have heard with our ears,
    our fathers have told us,
what deeds you performed in their days,
    in the days of old,

[pre-chorus]
You have made us turn back from the foe,
    and those who hate us have gotten spoil,
You have made us like sheep for slaughter and have scattered us among the nations,
    You have sold your people for a trifle,

[Chorus]
For our soul is bowed down to the dust,
    our belly clings to the ground,
For our soul is bowed down to the dust,
    Come to Our Help.

[Verse]
But you have saved us from our foes and have put to shame those who hate us,
    In God we have boasted continually,
and we will give thanks to your name forever,
    But you have rejected us and disgraced us and have not gone out with our armies,

[pre-chorus]
You have made us turn back from the foe,
    and those who hate us have gotten spoil,
You have made us like sheep for slaughter and have scattered us among the nations,
    You have sold your people for a trifle,

[Chorus]
For our soul is bowed down to the dust,
    our belly clings to the ground,
For our soul is bowed down to the dust,
    Come to Our Help.

[Bridge | Stripped Back | Intimate]
All this has come upon us,
    though we have not forgotten you,
and we have not been false to your covenant,
    Our heart has not turned back,

[Breakdown | Building | Full Band]
nor have our steps departed from your way,
    yet you have broken us in the place of jackals and covered us with the shadow of death,
If we had forgotten the name of our God or spread out our hands to a foreign god,
    would not God discover this? For he knows the secrets of the heart,
",,false,chirp-fenix
,"[Intro]

[Verse]
a love song,
    My heart overflows with a pleasing theme,
I address my verses to the king,
    my tongue is like the pen of a ready scribe,

[pre-chorus]
Therefore God,
    your God, has anointed you with the oil of gladness beyond your companions,
your robes are all fragrant with myrrh and aloes and cassia,
    From ivory palaces stringed instruments make you glad,

[Chorus]
In place of your fathers shall be your sons,
    you will make them princes in all the earth,
In place of your fathers shall be your sons,
    Your Throne, O God, Is Forever.

[Verse]
the peoples fall under you,
    Your throne, O God, is forever and ever,
The scepter of your kingdom is a scepter of uprightness,
    you have loved righteousness and hated wickedness,

[pre-chorus]
Therefore God,
    your God, has anointed you with the oil of gladness beyond your companions,
your robes are all fragrant with myrrh and aloes and cassia,
    From ivory palaces stringed instruments make you glad,

[Chorus]
In place of your fathers shall be your sons,
    you will make them princes in all the earth,
In place of your fathers shall be your sons,
    Your Throne, O God, Is Forever.

[Bridge | Stripped Back | Intimate]
and the king will desire your beauty,
    Since he is your lord, bow to him,
The people of Tyre will seek your favor with gifts,
    the richest of the people,

[Breakdown | Building | Full Band]
All glorious is the princess in her chamber,
    with robes interwoven with gold,
In many-colored robes she is led to the king,
    with her virgin companions following behind her,
",,false,chirp-fenix
,"[Intro]

[Verse]
God is our refuge and strength,
    a very present help in trouble,
Therefore we will not fear though the earth gives way,
    though the mountains be moved into the heart of the sea,

[pre-chorus]
he utters his voice, the earth melts,
    The Lord of hosts is with us,
the God of Jacob is our fortress,
    Come, behold the works of the Lord,

[Chorus]
I will be exalted among the nations,
    I will be exalted in the earth,
I will be exalted among the nations,
    God Is Our Fortress.

[Verse]
God is in the midst of her,
    she shall not be moved,
God will help her when morning dawns,
    The nations rage, the kingdoms totter,

[pre-chorus]
he utters his voice, the earth melts,
    The Lord of hosts is with us,
the God of Jacob is our fortress,
    Come, behold the works of the Lord,

[Chorus]
I will be exalted among the nations,
    I will be exalted in the earth,
I will be exalted among the nations,
    God Is Our Fortress.

[Bridge | Stripped Back | Intimate]
how he has brought desolations on the earth,
    He makes wars cease to the end of the earth,
he breaks the bow and shatters the spear,
    he burns the chariots with fire,

[Breakdown | Building | Full Band]
Be still, and know that I am God,
    I will be exalted among the nations,
I will be exalted in the earth,
    The Lord of hosts is with us,
",,false,chirp-fenix
,"[Intro]

[Verse]
Clap your hands,
    all peoples! Shout to God with loud songs of joy,
For the Lord,
    the Most High,

[pre-chorus]
He chose our heritage for us,
    the pride of Jacob whom he loves,
God has gone up with a shout,
    the Lord with the sound of a trumpet,

[Chorus]
God sits on his holy throne,
    The princes of the peoples gather as the people of the God of Abraham,
God sits on his holy throne,
    God Is King over All the Earth.

[Verse]
He chose our heritage for us,
    the pride of Jacob whom he loves,
God has gone up with a shout,
    the Lord with the sound of a trumpet,

[pre-chorus]
He chose our heritage for us,
    the pride of Jacob whom he loves,
God has gone up with a shout,
    the Lord with the sound of a trumpet,

[Chorus]
God sits on his holy throne,
    The princes of the peoples gather as the people of the God of Abraham,
God sits on his holy throne,
    God Is King over All the Earth.

[Bridge | Stripped Back | Intimate]
For God is the King of all the earth,
    sing praises with a psalm,
God reigns over the nations,
    God sits on his holy throne,

[Breakdown | Building | Full Band]
The princes of the peoples gather as the people of the God of Abraham,
    For the shields of the earth belong to God,
he is highly exalted,
    For God is the King of all the earth,
",,false,chirp-fenix
,"[Intro]

[Verse]
Great is the Lord and greatly to be praised in the city of our God! His holy mountain,
    beautiful in elevation,
is the joy of all the earth,
    Mount Zion, in the far north,

[pre-chorus]
As we have heard,
    so have we seen in the city of the Lord of hosts,
in the city of our God,
    which God will establish forever,

[Chorus]
go through her citadels,
    that you may tell the next generation,
go through her citadels,
    Zion, the City of Our God.

[Verse]
they took to flight,
    Trembling took hold of them there,
anguish as of a woman in labor,
    By the east wind you shattered the ships of Tarshish,

[pre-chorus]
As we have heard,
    so have we seen in the city of the Lord of hosts,
in the city of our God,
    which God will establish forever,

[Chorus]
go through her citadels,
    that you may tell the next generation,
go through her citadels,
    Zion, the City of Our God.

[Bridge | Stripped Back | Intimate]
As your name,
    O God, so your praise reaches to the ends of the earth,
Your right hand is filled with righteousness,
    Let Mount Zion be glad! Let the daughters of Judah rejoice because of your judgments,

[Breakdown | Building | Full Band]
Walk about Zion, go around her, number her towers,
    consider well her ramparts,
go through her citadels,
    that you may tell the next generation,
",,false,chirp-fenix
,"[Intro]

[Verse]
? To the choirmaster,
    A Psalm of the Sons of Korah,
Hear this, all peoples! Give ear,
    all inhabitants of the world,

[pre-chorus]
the fool and the stupid alike must perish and leave their wealth to others,
    Their graves are their homes forever,
their dwelling places to all generations,
    though they called lands by their own names,

[Chorus]
he counts himself blessed —and though you get praise when you do well for yourself—,
    his soul will go to the generation of his fathers,
he counts himself blessed —and though you get praise when you do well for yourself—,
    Why Should I Fear in Times of Trouble.

[Verse]
or give to God the price of his life,
    for the ransom of their life is costly and can never suffice,
that he should live on forever and never see the pit,
    For he sees that even the wise die,

[pre-chorus]
the fool and the stupid alike must perish and leave their wealth to others,
    Their graves are their homes forever,
their dwelling places to all generations,
    though they called lands by their own names,

[Chorus]
he counts himself blessed —and though you get praise when you do well for yourself—,
    his soul will go to the generation of his fathers,
he counts himself blessed —and though you get praise when you do well for yourself—,
    Why Should I Fear in Times of Trouble.

[Bridge | Stripped Back | Intimate]
death shall be their shepherd,
    and the upright shall rule over them in the morning,
Their form shall be consumed in Sheol,
    with no place to dwell,

[Breakdown | Building | Full Band]
But God will ransom my soul from the power of Sheol,
    for he will receive me,
Be not afraid when a man becomes rich,
    when the glory of his house increases,
",,false,chirp-fenix
,"[Intro]

[Verse]
The Mighty One,
    God the Lord,
speaks and summons the earth from the rising of the sun to its setting,
    Out of Zion, the perfection of beauty, God shines forth,

[pre-chorus]
the cattle on a thousand hills,
    I know all the birds of the hills,
and all that moves in the field is mine,
    If I were hungry,

[Chorus]
lest I tear you apart,
    and there be none to deliver,
lest I tear you apart,
    God Himself Is Judge.

[Verse]
Not for your sacrifices do I rebuke you,
    your burnt offerings are continually before me,
I will not accept a bull from your house or goats from your folds,
    For every beast of the forest is mine,

[pre-chorus]
the cattle on a thousand hills,
    I know all the birds of the hills,
and all that moves in the field is mine,
    If I were hungry,

[Chorus]
lest I tear you apart,
    and there be none to deliver,
lest I tear you apart,
    God Himself Is Judge.

[Bridge | Stripped Back | Intimate]
and you cast my words behind you,
    If you see a thief,
you are pleased with him,
    and you keep company with adulterers,

[Breakdown | Building | Full Band]
You give your mouth free rein for evil,
    and your tongue frames deceit,
You sit and speak against your brother,
    you slander your own mother’s son,
",,false,chirp-fenix
,"[Intro]

[Verse]
Have mercy on me,
    O God, according to your steadfast love,
according to your abundant mercy blot out my transgressions,
    Wash me thoroughly from my iniquity,

[pre-chorus]
Hide your face from my sins,
    and blot out all my iniquities,
Create in me a clean heart,
    O God, and renew a right spirit within me,

[Chorus]
build up the walls of Jerusalem,
    then will you delight in right sacrifices,
build up the walls of Jerusalem,
    Create in Me a Clean Heart, O God.

[Verse]
Purge me with hyssop, and I shall be clean,
    wash me, and I shall be whiter than snow,
Let me hear joy and gladness,
    let the bones that you have broken rejoice,

[pre-chorus]
Hide your face from my sins,
    and blot out all my iniquities,
Create in me a clean heart,
    O God, and renew a right spirit within me,

[Chorus]
build up the walls of Jerusalem,
    then will you delight in right sacrifices,
build up the walls of Jerusalem,
    Create in Me a Clean Heart, O God.

[Bridge | Stripped Back | Intimate]
Deliver me from bloodguiltiness,
    O God, O God of my salvation,
and my tongue will sing aloud of your righteousness,
    O Lord, open my lips,

[Breakdown | Building | Full Band]
and my mouth will declare your praise,
    For you will not delight in sacrifice,
or I would give it,
    you will not be pleased with a burnt offering,
",,false,chirp-fenix
,"[Intro]

[Verse]
Why do you boast of evil,
    O mighty man? The steadfast love of God endures all the day,
Your tongue plots destruction,
    like a sharp razor,

[pre-chorus]
You love all words that devour, O deceitful tongue,
    But God will break you down forever,
he will snatch and tear you from your tent,
    he will uproot you from the land of the living,

[Chorus]
I will thank you forever, because you have done it,
    I will wait for your name,
I will thank you forever, because you have done it,
    The Steadfast Love of God Endures.

[Verse]
You love all words that devour, O deceitful tongue,
    But God will break you down forever,
he will snatch and tear you from your tent,
    he will uproot you from the land of the living,

[pre-chorus]
You love all words that devour, O deceitful tongue,
    But God will break you down forever,
he will snatch and tear you from your tent,
    he will uproot you from the land of the living,

[Chorus]
I will thank you forever, because you have done it,
    I will wait for your name,
I will thank you forever, because you have done it,
    The Steadfast Love of God Endures.

[Bridge | Stripped Back | Intimate]
See the man who would not make God his refuge,
    but trusted in the abundance of his riches and sought refuge in his own destruction,
But I am like a green olive tree in the house of God,
    I trust in the steadfast love of God forever and ever,

[Breakdown | Building | Full Band]
I will thank you forever, because you have done it,
    I will wait for your name,
for it is good,
    in the presence of the godly,
",,false,chirp-fenix
,"[Intro]

[Verse]
The fool says in his heart, There is no God,
    They are corrupt, doing abominable iniquity,
there is none who does good,
    God looks down from heaven on the children of man to see if there are any who understand,

[pre-chorus]
together they have become corrupt,
    there is none who does good, not even one,
Have those who work evil no knowledge,
    who eat up my people as they eat bread,

[Chorus]
you put them to shame, for God has rejected them,
    Oh, that salvation for Israel would come out of Zion! When God restores the fortunes of his people,
you put them to shame, for God has rejected them,
    There Is None Who Does Good.

[Verse]
together they have become corrupt,
    there is none who does good, not even one,
Have those who work evil no knowledge,
    who eat up my people as they eat bread,

[pre-chorus]
together they have become corrupt,
    there is none who does good, not even one,
Have those who work evil no knowledge,
    who eat up my people as they eat bread,

[Chorus]
you put them to shame, for God has rejected them,
    Oh, that salvation for Israel would come out of Zion! When God restores the fortunes of his people,
you put them to shame, for God has rejected them,
    There Is None Who Does Good.

[Bridge | Stripped Back | Intimate]
in great terror,
    where there is no terror! For God scatters the bones of him who encamps against you,
you put them to shame, for God has rejected them,
    Oh, that salvation for Israel would come out of Zion! When God restores the fortunes of his people,

[Breakdown | Building | Full Band]
let Jacob rejoice,
    let Israel be glad,
in great terror,
    where there is no terror! For God scatters the bones of him who encamps against you,
",,false,chirp-fenix
